id,member_id,loan_amnt,term,int_rate,grade,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,title,dti,delinq_2yrs,inq_last_6mths,out_prncp,cusip,per_paid,int_rate2,loan_quality,response,topk,loan_amnt_score,term_score,int_rate2_score,grade_score,emp_length_score,home_ownership_score,annual_inc_score,verification_status_score,purpose_score,dti_score,delinq_2yrs_score,inq_last_6mths_score,per_paid_score,score_sum,pred_score,pred_lq
47991606,51231376,22800, 60 months,21.67%,E,4 years,MORTGAGE,75000,VERIFIED - income source,Current,debt_consolidation,Debt consolidation,12.3,1,0,21921.69,90131LCB5,0.961477632,21.67,0,0.027930899,int_rate2_score;emp_length_score;grade_score;delinq_2yrs_score;term_score,-1,0,31,0,4,-2,0,0,0,3,0,0,-7,1.866169022,550,0.027930899
8914896,10707036,7000, 36 months,12.99%,B,4 years,MORTGAGE,60000,VERIFIED - income source,Late (31-120 days),debt_consolidation,Debt Reconciliation,16.22,0,0,3840.04,90131LCB5,0.548577143,12.99,1,0.048742627,per_paid_score;emp_length_score;loan_amnt_score;int_rate2_score;grade_score,1,0,1,1,4,-2,0,0,0,3,0,0,32,2.079445481,563,0.048742627
23083610,25436435,6000, 36 months,7.12%,A,8 years,MORTGAGE,30000,VERIFIED - income source,Current,major_purchase,Major purchase,17.6,0,0,3979.05,90131LCB5,0.663175,7.12,0,0.006897498,per_paid_score;purpose_score;loan_amnt_score;term_score;delinq_2yrs_score,1,0,-20,-6,-1,-2,0,0,6,3,0,0,21,1.492935217,526,0.006897498
41430116,44336876,26400, 60 months,10.99%,B,3 years,RENT,106963,VERIFIED - income source,Current,debt_consolidation,Debt consolidation,16.95,0,1,24361.28,90131LCB5,0.922775758,10.99,0,0.00487464,home_ownership_score;grade_score;inq_last_6mths_score;annual_inc_score;term_score,-1,0,-6,1,-2,3,0,0,0,3,0,0,-3,0.21327646,518,0.00487464
40560798,43425540,10000, 36 months,11.99%,B,10+ years,RENT,63000,VERIFIED - income source,Current,debt_consolidation,Debt consolidation,18.32,0,3,8325.18,90131LCB5,0.832518,11.99,0,0.011287357,per_paid_score;home_ownership_score;inq_last_6mths_score;grade_score;loan_amnt_score,1,0,-3,1,-2,3,0,0,0,3,0,2,5,0.639829379,534,0.011287357
46175213,49282959,10550, 60 months,17.86%,D,< 1 year,RENT,24000,VERIFIED - income source,Current,debt_consolidation,Debt consolidation,38.4,0,0,10073.76,90131LCB5,0.954858768,17.86,0,0.026527666,int_rate2_score;dti_score;emp_length_score;home_ownership_score;grade_score,0,0,18,1,3,3,0,0,0,3,0,0,-6,1.546254332,550,0.026527666
12916740,14948930,11000, 36 months,12.99%,B,6 years,MORTGAGE,75000,VERIFIED - income source,Current,credit_card,Credit card refinancing,15.46,2,0,6031.11,90131LCB5,0.548282727,12.99,0,0.039496676,per_paid_score;int_rate2_score;grade_score;emp_length_score;loan_amnt_score,0,0,1,1,0,-2,0,0,-1,3,0,0,32,1.812849907,557,0.039496676
7070327,8732336,20400, 36 months,15.10%,C,9 years,MORTGAGE,62000,VERIFIED - income source,Current,debt_consolidation,pay credit cards,16.28,0,2,8444.45,90131LCB5,0.413943627,15.1,0,0.133805384,per_paid_score;int_rate2_score;grade_score;emp_length_score;inq_last_6mths_score,-1,0,8,3,2,-2,0,0,0,3,0,1,45,3.145827779,582,0.133805384
46652001,49799782,5500, 36 months,9.99%,B,10+ years,RENT,60000,not verified,Current,credit_card,Credit card refinancing,24.28,0,1,4966.74,90131LCB5,0.903043636,9.99,0,0.005395195,home_ownership_score;dti_score;loan_amnt_score;grade_score;inq_last_6mths_score,1,0,-10,1,-2,3,0,0,-1,3,0,0,-1,0.319914689,519,0.005395195
16201806,18304284,11400, 60 months,9.17%,B,< 1 year,RENT,54000,VERIFIED - income source,Current,credit_card,Credit card refinancing,13.67,0,0,8849.37,90131LCB5,0.776260526,9.17,0,0.009129014,per_paid_score;emp_length_score;home_ownership_score;grade_score;loan_amnt_score,0,0,-13,1,3,3,0,0,-1,3,0,0,11,0.959744068,530,0.009129014
38556256,41340080,15000, 60 months,10.49%,B,2 years,RENT,40000,VERIFIED - income source,Current,credit_card,Credit card refinancing,15.48,0,0,13422.65,90131LCB5,0.894843333,10.49,0,0.005172835,home_ownership_score;grade_score;term_score;loan_amnt_score;delinq_2yrs_score,0,0,-8,1,-1,3,0,0,-1,3,0,0,-1,0.21327646,519,0.005172835
1234571,1474914,10000, 36 months,10.74%,B,6 years,RENT,68000,VERIFIED - income,Charged Off,credit_card,consolidation,14.42,0,1,0,90131LCB5,0,10.74,1,0.372318614,per_paid_score;home_ownership_score;grade_score;loan_amnt_score;emp_length_score,1,0,-7,1,0,3,0,0,-1,3,0,0,84,4.745401226,607,0.372318614
42324240,45300993,5000, 36 months,15.61%,D,n/a,RENT,41300,VERIFIED - income,Current,credit_card,Credit card refinancing,16.07,0,0,4436.59,90131LCB5,0.887318,15.61,0,0.018055953,int_rate2_score;home_ownership_score;emp_length_score;grade_score;loan_amnt_score,1,0,10,1,2,3,0,0,-1,3,0,0,0,0.906424953,542,0.018055953
7370492,9032445,7200, 36 months,9.99%,B,10+ years,RENT,34415,not verified,Current,debt_consolidation,pay off bills,23.12,0,0,2852.41,90131LCB5,0.396168056,9.99,0,0.06207597,per_paid_score;home_ownership_score;dti_score;loan_amnt_score;grade_score,1,0,-10,1,-2,3,0,0,0,3,0,0,47,2.82591309,568,0.06207597
40932929,43808818,12000, 60 months,23.99%,F,5 years,OWN,80000,VERIFIED - income source,Current,debt_consolidation,Debt consolidation,25.32,0,5,11336.08,90131LCB5,0.944673333,23.99,0,0.04747003,int_rate2_score;inq_last_6mths_score;dti_score;emp_length_score;loan_amnt_score,0,0,40,-5,1,-1,0,0,0,3,0,4,-5,2.452679286,562,0.04747003
1114849,1352013,18000, 60 months,16.77%,D,10+ years,RENT,92000,VERIFIED - income source,Current,debt_consolidation,Credit Consolidation Loan,13.94,0,2,6725.46,90131LCB5,0.373636667,16.77,0,0.20554681,per_paid_score;int_rate2_score;home_ownership_score;grade_score;inq_last_6mths_score,0,0,14,1,-2,3,0,0,0,3,0,1,49,3.625699813,592,0.20554681
28843948,31367170,18000, 60 months,20.20%,E,2 years,RENT,40000,VERIFIED - income source,Current,credit_card,Credit card refinancing,27.6,0,0,15893.74,90131LCB5,0.882985556,20.2,0,0.037160341,int_rate2_score;home_ownership_score;dti_score;per_paid_score;grade_score,0,0,26,0,-1,3,0,0,-1,3,0,0,0,1.652892562,556,0.037160341
31988684,34601881,8400, 36 months,11.67%,B,10+ years,MORTGAGE,69500,VERIFIED - income source,Current,debt_consolidation,Debt consolidation,27.15,2,0,6352.07,90131LCB5,0.75619881,11.67,0,0.0118023,per_paid_score;dti_score;grade_score;loan_amnt_score;delinq_2yrs_score,1,0,-4,1,-2,-2,0,0,0,3,0,0,12,0.853105838,535,0.0118023
2487835,2980265,13475, 36 months,15.31%,C,< 1 year,MORTGAGE,80000,VERIFIED - income source,Current,other,Other,10.86,0,0,1818.93,90131LCB5,0.134985529,15.31,0,0.362230402,per_paid_score;int_rate2_score;emp_length_score;grade_score;loan_amnt_score,0,0,9,3,3,-2,0,0,-2,3,0,0,71,4.585443882,607,0.362230402
15079391,17151828,15600, 60 months,18.25%,D,3 years,MORTGAGE,69000,VERIFIED - income source,Current,debt_consolidation,Debt consolidation,14.94,0,1,12502.89,90131LCB5,0.801467308,18.25,0,0.026954545,int_rate2_score;per_paid_score;grade_score;inq_last_6mths_score;term_score,0,0,19,1,-2,-2,0,0,0,3,0,0,8,1.492935217,550,0.026954545
40462306,43327090,6000, 36 months,10.49%,B,4 years,RENT,41000,not verified,Current,debt_consolidation,Debt consolidation,14.99,0,1,4764.03,90131LCB5,0.794005,10.49,0,0.012607701,per_paid_score;emp_length_score;home_ownership_score;loan_amnt_score;grade_score,1,0,-8,1,4,3,0,0,0,3,0,0,9,0.959744068,536,0.012607701
52239491,55699216,16100, 36 months,16.99%,D,n/a,RENT,44756,VERIFIED - income,Current,debt_consolidation,Debt consolidation,35.14,3,1,15047.29,90131LCB5,0.934614286,16.99,0,0.024307881,int_rate2_score;dti_score;home_ownership_score;emp_length_score;grade_score,0,0,15,1,2,3,0,0,0,3,1,0,-4,1.332977873,549,0.024307881
50580037,53959946,28000, 36 months,6.24%,A,4 years,OWN,213902,VERIFIED - income source,Current,credit_card,Credit card refinancing,18.71,0,0,25861.11,90131LCB5,0.923611071,6.24,0,0.001569426,emp_length_score;annual_inc_score;term_score;delinq_2yrs_score;dti_score,-1,0,-23,-6,4,-1,1,0,-1,3,0,0,-3,0.266595575,497,0.001569426
15590992,17683421,15000, 36 months,13.98%,C,10+ years,OWN,45000,not verified,Current,debt_consolidation,Debt consolidation,11.31,0,0,9498.67,90131LCB5,0.633244667,13.98,0,0.030260641,per_paid_score;int_rate2_score;grade_score;loan_amnt_score;term_score,0,0,4,3,-2,-1,0,0,0,3,0,0,24,1.652892562,553,0.030260641
48434738,51683468,35000, 36 months,8.18%,B,3 years,OWN,111000,VERIFIED - income,Current,credit_card,Credit card refinancing,32.12,0,0,31520.19,90131LCB5,0.900576857,8.18,0,0.002799439,dti_score;grade_score;annual_inc_score;verification_status_score;term_score,-2,0,-16,1,-2,-1,0,0,-1,3,0,0,-1,0.21327646,508,0.002799439
37751726,40514711,3500, 36 months,11.99%,B,10+ years,MORTGAGE,48000,not verified,Current,car,Car financing,10.65,0,1,2738.65,90131LCB5,0.782471429,11.99,0,0.008260986,per_paid_score;loan_amnt_score;grade_score;inq_last_6mths_score;term_score,1,0,-3,1,-2,-2,0,0,-2,3,0,0,10,0.639829379,528,0.008260986
38558651,41342555,13975, 60 months,21.99%,E,6 years,MORTGAGE,28000,VERIFIED - income source,Current,debt_consolidation,Debt consolidation,19.16,0,1,12867.43,90131LCB5,0.920746333,21.99,0,0.034328757,int_rate2_score;emp_length_score;inq_last_6mths_score;grade_score;loan_amnt_score,0,0,33,0,0,-2,0,0,0,3,0,0,-3,1.759530792,555,0.034328757
23032702,25385663,20000, 60 months,12.49%,B,10+ years,RENT,58000,VERIFIED - income source,Current,debt_consolidation,Debt consolidation,14.94,1,1,16654.08,90131LCB5,0.832704,12.49,0,0.010437214,per_paid_score;home_ownership_score;grade_score;inq_last_6mths_score;delinq_2yrs_score,0,0,-1,1,-2,3,0,0,0,3,0,0,5,0.479872034,532,0.010437214
15530805,17623226,28000, 60 months,18.92%,D,10+ years,MORTGAGE,115000,not verified,Current,debt_consolidation,Debt consolidation,13.49,7,0,22883.47,90131LCB5,0.817266786,18.92,0,0.028536781,int_rate2_score;per_paid_score;delinq_2yrs_score;grade_score;annual_inc_score,-1,0,22,1,-2,-2,0,0,0,3,1,0,7,1.652892562,552,0.028536781
46506792,49644528,6075, 36 months,13.99%,C,2 years,RENT,42000,VERIFIED - income source,Late (16-30 days),debt_consolidation,Debt consolidation,20.66,2,0,5518.26,90131LCB5,0.908355556,13.99,0,0.012106548,int_rate2_score;home_ownership_score;grade_score;loan_amnt_score;dti_score,1,0,4,3,-1,3,0,0,0,3,0,0,-2,0.586510264,535,0.012106548
37660294,40423028,10000, 60 months,20.99%,E,10+ years,MORTGAGE,151000,VERIFIED - income,Current,debt_consolidation,Debt consolidation,26.2,3,4,9077.23,90131LCB5,0.907723,20.99,0,0.038658193,int_rate2_score;inq_last_6mths_score;dti_score;annual_inc_score;delinq_2yrs_score,1,0,29,0,-2,-2,1,0,0,3,1,3,-2,1.919488136,558,0.038658193
4534958,5777146,5000, 36 months,10.16%,B,10+ years,MORTGAGE,103000,VERIFIED - income source,Charged Off,house,home use,14.82,0,3,0,90131LCB5,0,10.16,1,0.236587662,per_paid_score;inq_last_6mths_score;loan_amnt_score;grade_score;annual_inc_score,1,0,-9,1,-2,-2,0,0,-5,3,0,2,84,4.692082111,596,0.236587662
38496138,41289939,12000, 36 months,8.67%,B,10+ years,OWN,70000,not verified,Current,credit_card,Credit card refinancing,6.22,1,0,9595.37,90131LCB5,0.799614167,8.67,0,0.004206979,per_paid_score;grade_score;loan_amnt_score;delinq_2yrs_score;term_score,0,0,-15,1,-2,-1,0,0,-1,3,0,0,8,0.479872034,514,0.004206979
10625398,1551283,24000, 36 months,6.03%,A,8 years,RENT,150000,VERIFIED - income source,Current,debt_consolidation,Debt consolidation,14.42,0,0,11202.6,90131LCB5,0.466775,6.03,0,0.013683758,per_paid_score;home_ownership_score;annual_inc_score;term_score;purpose_score,-1,0,-24,-6,-1,3,1,0,0,3,0,0,40,2.346041056,538,0.013683758
26398535,28871500,14400, 36 months,15.61%,D,2 years,MORTGAGE,90000,not verified,Charged Off,debt_consolidation,Debt consolidation,9.52,3,0,0,90131LCB5,0,15.61,1,0.49383563,per_paid_score;int_rate2_score;grade_score;delinq_2yrs_score;annual_inc_score,0,0,10,1,-1,-2,0,0,0,3,1,0,84,5.118635031,618,0.49383563
49006151,52294863,20000, 36 months,12.69%,C,7 years,MORTGAGE,45000,VERIFIED - income source,Current,debt_consolidation,Debt consolidation,28.08,0,1,18607.17,90131LCB5,0.9303585,12.69,0,0.006340457,grade_score;dti_score;inq_last_6mths_score;term_score;purpose_score,0,0,0,3,-2,-2,0,0,0,3,0,0,-4,0.266595575,524,0.006340457
8115811,9857909,12875, 60 months,23.10%,E,7 years,MORTGAGE,75000,VERIFIED - income,Current,small_business,Business,9.34,0,1,9562.14,90131LCB5,0.742690485,23.1,0,0.101855917,int_rate2_score;per_paid_score;purpose_score;inq_last_6mths_score;grade_score,0,0,37,0,-2,-2,0,0,5,3,0,0,14,2.985870435,577,0.101855917
10946828,12848986,20000, 60 months,16.24%,C,10+ years,RENT,1.00E+05,VERIFIED - income source,Current,small_business,Business,5,0,2,15307.19,90131LCB5,0.7653595,16.24,0,0.038642483,int_rate2_score;per_paid_score;purpose_score;home_ownership_score;grade_score,0,0,12,3,-2,3,0,0,5,3,0,1,12,1.866169022,558,0.038642483
11946598,13938774,7500, 36 months,8.90%,A,10+ years,MORTGAGE,45000,VERIFIED - income,Current,debt_consolidation,Debt consolidation,5.81,0,0,3790.51,90131LCB5,0.505401333,8.9,0,0.013417671,per_paid_score;loan_amnt_score;verification_status_score;term_score;purpose_score,1,0,-14,-6,-2,-2,0,0,0,3,0,0,36,1.972807251,537,0.013417671
15660109,17752542,16000, 36 months,8.90%,A,3 years,MORTGAGE,94000,not verified,Current,debt_consolidation,Debt consolidation,7.62,1,1,9410.86,90131LCB5,0.58817875,8.9,0,0.008925098,per_paid_score;inq_last_6mths_score;annual_inc_score;delinq_2yrs_score;term_score,0,0,-14,-6,-2,-2,0,0,0,3,0,0,28,1.492935217,528,0.008925098
49188143,52496871,35000, 60 months,23.99%,F,3 years,MORTGAGE,1.00E+05,VERIFIED - income,Current,moving,Moving and relocation,12.73,0,0,34060.55,90131LCB5,0.973158571,23.99,0,0.024691152,int_rate2_score;purpose_score;verification_status_score;annual_inc_score;term_score,-2,0,40,-5,-2,-2,0,0,3,3,0,0,-8,2.292721941,550,0.024691152
33311860,35955201,15000, 36 months,8.39%,A,2 years,MORTGAGE,140000,not verified,Current,credit_card,Credit card refinancing,20.36,0,1,10663.04,90131LCB5,0.710869333,8.39,0,0.005486252,per_paid_score;annual_inc_score;inq_last_6mths_score;dti_score;loan_amnt_score,0,0,-16,-6,-1,-2,1,0,-1,3,0,0,17,0.959744068,519,0.005486252
6739870,8342165,10000, 36 months,19.52%,D,3 years,RENT,30000,not verified,Current,other,new car,16.46,0,2,3692.78,90131LCB5,0.369278,19.52,0,0.292552312,per_paid_score;int_rate2_score;home_ownership_score;grade_score;inq_last_6mths_score,1,0,24,1,-2,3,0,0,-2,3,0,1,49,4.158890962,601,0.292552312
1623516,1895739,10000, 36 months,18.49%,D,6 years,RENT,35000,VERIFIED - income source,Current,debt_consolidation,Consolidation,30.17,1,2,368.9,90131LCB5,0.03689,18.49,0,0.733646022,per_paid_score;int_rate2_score;home_ownership_score;dti_score;grade_score,1,0,20,1,0,3,0,0,0,3,0,1,81,5.758464409,637,0.733646022
6065212,7537364,6250, 36 months,14.33%,C,10+ years,OWN,48000,not verified,Late (31-120 days),credit_card,Pay of credit cards,10.08,0,0,2386.41,90131LCB5,0.3818256,14.33,1,0.106833994,per_paid_score;int_rate2_score;grade_score;loan_amnt_score;term_score,1,0,5,3,-2,-1,0,0,-1,3,0,0,48,3.039189549,578,0.106833994
9215510,11037625,33950, 36 months,15.10%,C,10+ years,OWN,95000,VERIFIED - income,Current,credit_card,cards,12.31,0,3,16018.78,90131LCB5,0.471834462,15.1,0,0.085053768,per_paid_score;int_rate2_score;grade_score;inq_last_6mths_score;verification_status_score,-2,0,8,3,-2,-1,0,0,-1,3,0,2,39,2.772593975,571,0.085053768
49965165,53333926,10000, 60 months,10.99%,B,10+ years,OWN,32000,VERIFIED - income source,Current,debt_consolidation,Debt consolidation,22.13,0,0,9619.14,90131LCB5,0.961914,10.99,0,0.003511813,grade_score;dti_score;loan_amnt_score;term_score;purpose_score,1,0,-6,1,-2,-1,0,0,0,3,0,0,-7,0.159957345,514,0.003511813
51948635,55378415,20000, 36 months,13.33%,C,2 years,RENT,78000,VERIFIED - income,Current,debt_consolidation,Debt consolidation,23.54,0,0,18620.07,90131LCB5,0.9310035,13.33,0,0.009399158,home_ownership_score;grade_score;int_rate2_score;dti_score;verification_status_score,0,0,2,3,-1,3,0,0,0,3,0,0,-4,0.479872034,531,0.009399158
13017466,15049668,35000, 60 months,20.49%,E,< 1 year,RENT,120000,VERIFIED - income,Current,debt_consolidation,Debt consolidation,27.88,0,1,27921.4,90131LCB5,0.797754286,20.49,0,0.075636233,int_rate2_score;per_paid_score;emp_length_score;home_ownership_score;dti_score,-2,0,27,0,3,3,0,0,0,3,0,0,9,2.346041056,569,0.075636233
1814595,2116752,19200, 36 months,14.09%,B,10+ years,MORTGAGE,79000,VERIFIED - income,Current,credit_card,CC refinance,14.48,0,3,1301.61,90131LCB5,0.067792188,14.09,0,0.356008686,per_paid_score;int_rate2_score;inq_last_6mths_score;grade_score;verification_status_score,0,0,5,1,-2,-2,0,0,-1,3,0,2,78,4.585443882,607,0.356008686
11434811,13366963,20000, 36 months,8.90%,A,10+ years,MORTGAGE,57000,VERIFIED - income source,Current,home_improvement,Home improvement,28.8,0,1,9643.22,90131LCB5,0.482161,8.9,0,0.020771426,per_paid_score;dti_score;purpose_score;inq_last_6mths_score;term_score,0,0,-14,-6,-2,-2,0,0,1,3,0,0,38,2.186083711,544,0.020771426
16441452,18523976,35000, 60 months,17.57%,D,2 years,MORTGAGE,91000,VERIFIED - income source,Current,debt_consolidation,Debt consolidation,21.51,1,0,28874.2,90131LCB5,0.824977143,17.57,0,0.021788049,int_rate2_score;per_paid_score;grade_score;dti_score;annual_inc_score,-2,0,17,1,-1,-2,0,0,0,3,0,0,6,1.332977873,547,0.021788049
48634693,51883427,9000, 36 months,10.99%,B,3 years,RENT,40000,not verified,Current,other,Other,12.33,0,1,1313.58,90131LCB5,0.145953333,10.99,0,0.186009302,per_paid_score;home_ownership_score;grade_score;loan_amnt_score;inq_last_6mths_score,1,0,-6,1,-2,3,0,0,-2,3,0,0,70,3.998933618,590,0.186009302
40530256,43394972,12000, 36 months,6.99%,A,2 years,OWN,42025,not verified,Current,credit_card,Credit card refinancing,25.81,0,1,9858.81,90131LCB5,0.8215675,6.99,0,0.002637916,per_paid_score;dti_score;inq_last_6mths_score;loan_amnt_score;term_score,0,0,-20,-6,-1,-1,0,0,-1,3,0,0,6,0.426552919,506,0.002637916
33390559,36033802,15000, 36 months,7.69%,A,3 years,MORTGAGE,130000,VERIFIED - income,Current,home_improvement,Home improvement,27.17,1,0,11173.08,90131LCB5,0.744872,7.69,0,0.00446682,per_paid_score;dti_score;purpose_score;annual_inc_score;verification_status_score,0,0,-18,-6,-2,-2,1,0,1,3,0,0,14,0.959744068,517,0.00446682
48596156,51844944,24000, 60 months,13.33%,C,10+ years,MORTGAGE,125000,VERIFIED - income,Current,credit_card,Credit card refinancing,28.48,0,0,22846.8,90131LCB5,0.95195,13.33,0,0.006385198,grade_score;dti_score;int_rate2_score;annual_inc_score;verification_status_score,-1,0,2,3,-2,-2,0,0,-1,3,0,0,-6,0.373233804,522,0.006385198
19175695,21378431,18000, 60 months,10.15%,B,< 1 year,RENT,150000,not verified,Current,credit_card,Credit card refinancing,8.89,0,1,14313.69,90131LCB5,0.795205,10.15,0,0.010031103,per_paid_score;emp_length_score;home_ownership_score;grade_score;annual_inc_score,0,0,-9,1,3,3,1,0,-1,3,0,0,9,0.906424953,532,0.010031103
40461356,43326110,11000, 36 months,12.39%,C,2 years,RENT,36000,not verified,Current,car,Car financing,10.73,1,2,9167.16,90131LCB5,0.833378182,12.39,0,0.010772315,per_paid_score;home_ownership_score;grade_score;inq_last_6mths_score;loan_amnt_score,0,0,-1,3,-1,3,0,0,-2,3,0,1,5,0.639829379,533,0.010772315
36190259,38901384,7200, 36 months,13.66%,C,3 years,RENT,54000,not verified,Current,credit_card,Credit card refinancing,14.53,1,0,5664.96,90131LCB5,0.7868,13.66,0,0.017481877,per_paid_score;int_rate2_score;home_ownership_score;grade_score;loan_amnt_score,1,0,3,3,-2,3,0,0,-1,3,0,0,10,1.066382298,543,0.017481877
41019263,43894986,7500, 36 months,6.68%,A,10+ years,RENT,66000,not verified,Current,credit_card,Credit card refinancing,14,0,0,6156.55,90131LCB5,0.820873333,6.68,0,0.002596865,per_paid_score;home_ownership_score;loan_amnt_score;term_score;verification_status_score,1,0,-22,-6,-2,3,0,0,-1,3,0,0,6,0.533191149,505,0.002596865
28574142,31097338,10000, 36 months,19.52%,E,n/a,RENT,64000,VERIFIED - income source,Charged Off,moving,Moving and relocation,22.73,0,1,0,90131LCB5,0,19.52,1,0.807564496,per_paid_score;int_rate2_score;home_ownership_score;purpose_score;emp_length_score,1,0,24,0,2,3,0,0,3,3,0,0,84,6.185017329,645,0.807564496
24826279,27259121,20000, 36 months,8.39%,A,1 year,MORTGAGE,72000,VERIFIED - income source,Current,debt_consolidation,Debt consolidation,33.52,0,2,13348.94,90131LCB5,0.667447,8.39,0,0.010697471,per_paid_score;emp_length_score;dti_score;inq_last_6mths_score;term_score,0,0,-16,-6,4,-2,0,0,0,3,0,1,21,1.546254332,532,0.010697471
38416644,41200495,24000, 36 months,9.49%,B,10+ years,MORTGAGE,62000,VERIFIED - income source,Current,credit_card,Credit card refinancing,23.48,1,0,19238.73,90131LCB5,0.80161375,9.49,0,0.00529163,per_paid_score;dti_score;grade_score;delinq_2yrs_score;term_score,-1,0,-12,1,-2,-2,0,0,-1,3,0,0,8,0.533191149,519,0.00529163
46847165,49995009,35000, 60 months,17.57%,D,1 year,RENT,204000,VERIFIED - income source,Current,debt_consolidation,Debt consolidation,12.75,0,0,33494.73,90131LCB5,0.956992286,17.57,0,0.018772781,int_rate2_score;emp_length_score;home_ownership_score;annual_inc_score;grade_score,-2,0,17,1,4,3,1,0,0,3,0,0,-7,1.386296987,543,0.018772781
48150161,51389876,11500, 36 months,9.99%,B,10+ years,MORTGAGE,48000,not verified,Current,car,Car financing,38.4,0,0,10385.04,90131LCB5,0.903046957,9.99,0,0.004004165,dti_score;grade_score;loan_amnt_score;term_score;verification_status_score,0,0,-10,1,-2,-2,0,0,-2,3,0,0,-1,0.266595575,515,0.004004165
46214195,49321909,5000, 36 months,7.89%,A,10+ years,MORTGAGE,19200,VERIFIED - income,Current,other,Other,7.69,0,0,4374.05,50433LCB8,0.87481,7.89,0,0.001639513,per_paid_score;loan_amnt_score;verification_status_score;term_score;delinq_2yrs_score,1,0,-17,-6,-2,-2,-1,0,-2,3,0,0,1,0.10663823,496,0.001639513
51977675,55407415,5000, 36 months,13.33%,C,5 years,MORTGAGE,51000,VERIFIED - income source,Current,debt_consolidation,Debt consolidation,23.67,0,0,4655.01,90131LCB5,0.931002,13.33,0,0.008023466,grade_score;int_rate2_score;dti_score;loan_amnt_score;emp_length_score,1,0,2,3,1,-2,0,0,0,3,0,0,-4,0.426552919,529,0.008023466
3637584,4589929,24000, 36 months,11.14%,B,3 years,MORTGAGE,125000,not verified,Current,debt_consolidation,Personal loan,12.48,0,1,4573.86,90131LCB5,0.1905775,11.14,0,0.128518051,per_paid_score;grade_score;annual_inc_score;inq_last_6mths_score;term_score,-1,0,-6,1,-2,-2,0,0,0,3,0,0,66,3.572380698,581,0.128518051
46672768,49820543,12000, 36 months,11.53%,B,7 years,RENT,90000,VERIFIED - income source,Current,debt_consolidation,Debt consolidation,12.67,1,1,10861.36,90131LCB5,0.905113333,11.53,0,0.00616292,home_ownership_score;grade_score;inq_last_6mths_score;loan_amnt_score;annual_inc_score,0,0,-4,1,-2,3,0,0,0,3,0,0,-2,0.21327646,521,0.00616292
8856368,10648366,11200, 36 months,6.03%,A,10+ years,RENT,85000,VERIFIED - income,Current,credit_card,Credit Card refinance of course,2.92,0,0,4913.3,90131LCB5,0.4386875,6.03,0,0.013738299,per_paid_score;home_ownership_score;loan_amnt_score;verification_status_score;annual_inc_score,0,0,-24,-6,-2,3,0,0,-1,3,0,0,43,2.452679286,536,0.013738299
8957661,10749669,2800, 36 months,14.30%,C,7 years,OWN,47000,VERIFIED - income,Current,other,My sisters special day,8.84,0,0,1232.83,50433LCB8,0.440296429,14.3,0,0.07783704,per_paid_score;int_rate2_score;grade_score;loan_amnt_score;verification_status_score,1,0,5,3,-2,-1,0,0,-2,3,0,0,42,2.71927486,571,0.07783704
3444770,4308217,12000, 36 months,7.90%,A,10+ years,MORTGAGE,75000,VERIFIED - income,Current,credit_card,Card Consolidation Loan,13.87,0,0,2201.65,50433LCB8,0.183470833,7.9,0,0.057635385,per_paid_score;loan_amnt_score;verification_status_score;annual_inc_score;term_score,0,0,-17,-6,-2,-2,0,0,-1,3,0,0,67,3.572380698,565,0.057635385
32349092,34962326,12000, 36 months,12.99%,C,10+ years,RENT,80412,VERIFIED - income source,Current,debt_consolidation,Debt consolidation,12.55,0,2,8579.13,50433LCB8,0.7149275,12.99,0,0.024156067,per_paid_score;home_ownership_score;grade_score;inq_last_6mths_score;int_rate2_score,0,0,1,3,-2,3,0,0,0,3,0,1,16,1.279658758,547,0.024156067
39732389,42556247,7025, 36 months,16.49%,D,10+ years,OWN,50000,VERIFIED - income source,Current,small_business,Business,26.25,1,2,5914.99,50433LCB8,0.841991459,16.49,0,0.027698548,int_rate2_score;purpose_score;per_paid_score;dti_score;grade_score,1,0,13,1,-2,-1,0,0,5,3,0,1,4,1.332977873,551,0.027698548
10785592,12677695,7925, 36 months,16.99%,D,< 1 year,MORTGAGE,34405,VERIFIED - income,Current,debt_consolidation,Debt consolidation,32.86,0,2,4241.84,50433LCB8,0.53524795,16.99,0,0.132898025,per_paid_score;int_rate2_score;dti_score;emp_length_score;grade_score,1,0,15,1,3,-2,0,0,0,3,0,1,33,2.93255132,582,0.132898025
17645386,19777847,6150, 36 months,13.35%,C,3 years,RENT,32500,not verified,Current,debt_consolidation,Debt consolidation,28.91,1,0,3880.88,50433LCB8,0.631037398,13.35,0,0.042980244,per_paid_score;home_ownership_score;grade_score;dti_score;int_rate2_score,1,0,2,3,-2,3,0,0,0,3,0,0,24,1.812849907,560,0.042980244
13188077,15220259,4500, 36 months,18.92%,D,2 years,RENT,43000,not verified,Current,credit_card,Credit card refinancing,16.97,0,1,2686.92,50433LCB8,0.597093333,18.92,0,0.117427772,per_paid_score;int_rate2_score;home_ownership_score;grade_score;loan_amnt_score,1,0,22,1,-1,3,0,0,-1,3,0,0,28,2.93255132,579,0.117427772
